,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24786,1,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success,no
24787,1,technician,single,unknown,no,7108,yes,yes,cellular,18,nov,53,1,172,3,failure,no
24788,2,entrepreneur,married,unknown,no,2496,no,yes,cellular,18,nov,94,1,-1,0,unknown,no
24789,0,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
24790,0,services,married,secondary,no,33,no,no,cellular,18,nov,36,1,-1,0,unknown,no
24791,1,technician,single,tertiary,no,1674,no,no,cellular,18,nov,333,1,-1,0,unknown,no
24792,1,entrepreneur,divorced,tertiary,no,316,yes,no,cellular,18,nov,244,1,-1,0,unknown,no
24793,0,management,married,tertiary,no,0,yes,no,cellular,18,nov,244,1,-1,0,unknown,no
24794,1,management,single,tertiary,no,13,no,yes,cellular,18,nov,106,1,-1,0,unknown,no
24795,2,management,married,secondary,no,4415,yes,no,cellular,18,nov,271,1,102,6,failure,no
24796,0,blue-collar,married,secondary,no,24,yes,no,cellular,18,nov,184,1,-1,0,unknown,no
24797,0,management,married,tertiary,no,2,yes,no,cellular,18,nov,224,1,-1,0,unknown,no
24798,1,technician,married,secondary,no,2126,no,yes,cellular,18,nov,166,1,-1,0,unknown,no
24799,2,unemployed,single,secondary,no,4819,no,no,cellular,18,nov,144,1,-1,0,unknown,no
24800,1,technician,married,secondary,no,112,yes,no,cellular,18,nov,55,1,-1,0,unknown,no
24801,2,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no
24802,2,technician,married,secondary,no,589,yes,no,cellular,18,nov,208,1,26,3,success,no
24803,0,admin.,single,tertiary,no,170,no,no,cellular,18,nov,74,1,-1,0,unknown,no
24804,0,blue-collar,married,secondary,no,559,yes,no,telephone,18,nov,47,1,193,1,other,no
24805,1,admin.,single,secondary,no,0,yes,no,cellular,18,nov,341,1,-1,0,unknown,no
24806,2,management,married,secondary,no,2203,yes,no,telephone,18,nov,151,1,-1,0,unknown,no
24807,2,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,nov,55,1,-1,0,unknown,no
24808,0,admin.,married,tertiary,no,1636,yes,yes,cellular,18,nov,62,1,-1,0,unknown,no
24809,1,technician,single,tertiary,no,172,yes,yes,cellular,18,nov,52,1,-1,0,unknown,no
24810,2,admin.,divorced,secondary,no,390,no,no,telephone,18,nov,368,1,-1,0,unknown,no
24811,1,technician,married,secondary,no,476,yes,yes,cellular,18,nov,132,1,-1,0,unknown,no
24812,1,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,unknown,no
24813,2,technician,married,secondary,no,93,no,yes,cellular,18,nov,194,1,-1,0,unknown,no
24814,2,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown,no
24815,1,technician,married,secondary,no,3944,yes,no,cellular,18,nov,141,1,-1,0,unknown,no
24816,2,management,married,tertiary,no,4982,yes,no,telephone,18,nov,51,1,-1,0,unknown,no
24817,1,technician,married,secondary,no,14,yes,no,telephone,18,nov,23,1,-1,0,unknown,no
24818,0,admin.,married,tertiary,no,2831,yes,no,cellular,18,nov,278,2,-1,0,unknown,no
24819,2,management,married,secondary,no,2717,yes,no,cellular,18,nov,188,1,-1,0,unknown,no
24820,2,management,married,tertiary,no,63,no,no,telephone,18,nov,89,1,-1,0,unknown,no
24821,2,technician,married,secondary,no,6376,yes,no,cellular,18,nov,56,4,-1,0,unknown,no
24822,0,entrepreneur,married,tertiary,no,196,yes,no,cellular,18,nov,58,1,-1,0,unknown,no
24823,1,entrepreneur,divorced,secondary,no,36,no,no,cellular,18,nov,84,2,-1,0,unknown,no
24824,2,technician,married,secondary,no,13,yes,no,cellular,18,nov,145,2,-1,0,unknown,no
24825,1,admin.,single,tertiary,no,283,yes,no,cellular,18,nov,346,1,179,3,other,no
24826,1,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,no
24827,2,management,married,tertiary,no,470,no,no,cellular,18,nov,79,1,-1,0,unknown,no
24828,1,management,married,tertiary,no,1199,yes,no,cellular,18,nov,286,1,-1,0,unknown,no
24829,2,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,nov,80,1,-1,0,unknown,no
24830,1,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
24831,1,entrepreneur,single,tertiary,yes,0,yes,no,cellular,18,nov,120,1,-1,0,unknown,no
24832,1,self-employed,married,primary,no,2165,yes,no,cellular,18,nov,213,1,-1,0,unknown,no
24833,0,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,114,1,-1,0,unknown,no
24834,2,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other,no
24835,1,entrepreneur,married,tertiary,no,257,no,yes,cellular,18,nov,340,2,-1,0,unknown,no
24836,2,technician,divorced,secondary,no,4856,yes,no,cellular,18,nov,151,1,-1,0,unknown,no
24837,1,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,242,1,182,2,failure,no
24838,1,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
24839,1,admin.,married,secondary,no,16517,no,no,cellular,18,nov,1268,2,-1,0,unknown,no
24840,1,technician,married,secondary,no,0,yes,no,cellular,18,nov,205,1,-1,0,unknown,no
24841,1,technician,married,tertiary,no,6,yes,no,cellular,18,nov,47,1,-1,0,unknown,no
24842,2,blue-collar,married,secondary,no,1164,no,no,cellular,18,nov,242,1,-1,0,unknown,no
24843,1,technician,married,secondary,no,0,yes,no,cellular,18,nov,173,1,179,6,failure,no
24844,1,management,single,secondary,no,5260,yes,no,cellular,18,nov,59,1,182,2,failure,no
24845,1,technician,married,tertiary,no,2453,yes,yes,cellular,18,nov,108,1,-1,0,unknown,no
24846,2,management,divorced,secondary,no,0,yes,no,cellular,18,nov,75,2,-1,0,unknown,no
24847,2,management,married,secondary,no,13931,yes,no,cellular,18,nov,132,1,-1,0,unknown,no
24848,1,entrepreneur,married,secondary,no,0,yes,no,cellular,18,nov,86,1,-1,0,unknown,no
24849,2,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,yes
24850,0,technician,single,secondary,no,1769,yes,no,cellular,18,nov,273,1,182,1,failure,no
24851,2,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure,no
24852,2,retired,married,secondary,no,306,no,yes,cellular,18,nov,121,1,-1,0,unknown,no
24853,0,management,married,tertiary,no,0,yes,no,cellular,18,nov,88,1,-1,0,unknown,no
24854,2,admin.,divorced,secondary,no,7378,no,no,cellular,18,nov,466,1,-1,0,unknown,no
24855,2,management,divorced,tertiary,no,-723,yes,yes,cellular,18,nov,636,1,-1,0,unknown,no
24856,1,blue-collar,divorced,primary,no,2702,no,no,cellular,18,nov,110,1,-1,0,unknown,no
24857,2,management,married,tertiary,no,1388,no,no,cellular,18,nov,132,1,-1,0,unknown,no
24858,2,technician,married,secondary,no,68,yes,yes,cellular,18,nov,111,2,155,3,failure,no
24859,1,admin.,divorced,secondary,no,454,yes,no,cellular,18,nov,165,1,131,1,failure,no
24860,2,services,divorced,secondary,no,330,yes,yes,cellular,18,nov,281,1,-1,0,unknown,no
24861,2,admin.,married,secondary,no,1509,yes,no,cellular,18,nov,509,1,-1,0,unknown,no
24862,0,blue-collar,married,secondary,no,225,yes,no,cellular,18,nov,236,1,-1,0,unknown,no
24863,0,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
24864,1,management,single,tertiary,no,1515,yes,no,cellular,18,nov,134,1,110,5,failure,no
24865,1,management,married,tertiary,no,1802,no,no,cellular,18,nov,74,1,-1,0,unknown,no
24866,1,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,188,1,165,2,failure,no
24867,2,entrepreneur,married,secondary,no,2429,no,yes,cellular,18,nov,79,2,182,7,failure,no
24868,0,management,married,tertiary,no,786,yes,yes,cellular,18,nov,250,1,-1,0,unknown,no
24869,1,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure,no
24870,1,technician,married,secondary,no,1226,no,no,cellular,18,nov,261,1,-1,0,unknown,no
24871,2,blue-collar,married,primary,no,14,yes,yes,cellular,18,nov,319,2,182,1,failure,no
24872,1,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,1,96,4,failure,no
24873,1,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,645,2,-1,0,unknown,no
24874,2,entrepreneur,married,primary,no,222,no,no,cellular,18,nov,97,1,-1,0,unknown,no
24875,2,management,married,tertiary,no,664,no,yes,cellular,18,nov,71,1,-1,0,unknown,no
24876,2,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,186,3,failure,no
24877,2,management,married,tertiary,no,363,no,no,cellular,18,nov,67,1,-1,0,unknown,no
24878,1,blue-collar,single,secondary,no,91,no,yes,cellular,18,nov,149,1,127,2,failure,no
24879,1,management,married,tertiary,no,2819,yes,no,cellular,18,nov,149,2,-1,0,unknown,no
24880,0,management,single,tertiary,no,414,no,no,cellular,18,nov,635,5,-1,0,unknown,no
24881,0,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,-1,0,unknown,no
24882,1,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,63,1,-1,0,unknown,no
24883,1,entrepreneur,married,secondary,no,1442,no,no,cellular,18,nov,280,2,-1,0,unknown,no
24884,1,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
24885,1,blue-collar,married,primary,no,0,no,no,cellular,18,nov,850,2,-1,0,unknown,no
24886,1,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,yes
24887,1,management,married,secondary,no,4056,no,no,cellular,18,nov,114,1,-1,0,unknown,no
24888,2,management,married,tertiary,yes,-24,no,no,cellular,18,nov,132,3,-1,0,unknown,no
24889,2,management,married,primary,no,108,no,no,cellular,18,nov,169,2,-1,0,unknown,no
24890,2,unemployed,married,secondary,no,1681,no,no,cellular,18,nov,226,1,-1,0,unknown,no
24891,0,technician,single,secondary,no,1062,no,no,cellular,18,nov,835,1,-1,0,unknown,no
24892,1,services,divorced,secondary,no,2152,yes,no,cellular,18,nov,200,1,-1,0,unknown,no
24893,2,unemployed,single,secondary,no,836,no,no,cellular,18,nov,95,1,-1,0,unknown,no
24894,1,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,no
24895,1,admin.,married,secondary,no,4463,no,no,cellular,18,nov,90,1,-1,0,unknown,no
24896,0,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,1,-1,0,unknown,yes
24897,1,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
24898,0,technician,single,tertiary,no,3,yes,no,cellular,18,nov,54,1,195,1,failure,no
24899,1,management,married,tertiary,no,8277,yes,no,cellular,18,nov,613,1,-1,0,unknown,no
24900,2,self-employed,married,tertiary,no,146,no,no,cellular,18,nov,150,2,126,3,failure,no
24901,1,management,married,tertiary,no,3770,yes,no,cellular,18,nov,106,1,110,4,failure,no
24902,1,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
24903,2,management,married,secondary,no,458,no,no,cellular,18,nov,66,1,-1,0,unknown,no
24904,0,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other,no
24905,1,self-employed,single,tertiary,no,0,no,no,cellular,18,nov,256,1,-1,0,unknown,no
24906,1,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
24907,1,technician,single,secondary,no,7530,no,no,cellular,18,nov,117,1,-1,0,unknown,no
24908,2,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,unknown,no
24909,0,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
24910,1,management,married,tertiary,no,1684,yes,no,cellular,18,nov,435,4,-1,0,unknown,no
24911,1,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
24912,2,retired,divorced,tertiary,no,349,yes,no,cellular,18,nov,257,1,-1,0,unknown,no
24913,1,admin.,married,secondary,no,1375,yes,no,cellular,18,nov,95,1,-1,0,unknown,no
24914,2,management,divorced,tertiary,no,0,no,no,cellular,18,nov,154,1,-1,0,unknown,no
24915,2,management,married,tertiary,no,0,yes,no,cellular,18,nov,265,1,188,1,failure,no
24916,1,management,married,tertiary,no,97,no,no,cellular,18,nov,130,1,-1,0,unknown,no
24917,1,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,253,1,112,2,failure,no
24918,1,blue-collar,married,secondary,no,1100,yes,no,cellular,18,nov,397,1,173,2,failure,no
24919,1,technician,married,secondary,no,764,yes,no,cellular,18,nov,164,5,127,5,failure,no
24920,2,admin.,married,secondary,no,1323,yes,no,cellular,18,nov,84,1,-1,0,unknown,no
24921,1,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
24922,0,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other,yes
24923,2,services,married,secondary,no,2877,yes,no,cellular,18,nov,77,1,168,1,failure,no
24924,2,technician,single,primary,no,481,no,no,cellular,18,nov,399,1,-1,0,unknown,no
24925,0,admin.,single,secondary,no,482,yes,no,cellular,18,nov,183,1,-1,0,unknown,no
24926,2,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,unknown,yes
24927,0,technician,single,secondary,yes,-305,no,yes,cellular,18,nov,37,1,96,6,failure,no
24928,2,blue-collar,married,primary,no,53,yes,no,cellular,18,nov,198,1,-1,0,unknown,no
24929,1,blue-collar,married,secondary,no,1205,yes,no,cellular,18,nov,99,1,-1,0,unknown,no
24930,1,blue-collar,married,primary,no,2732,yes,no,unknown,18,nov,254,1,-1,0,unknown,no
24931,0,management,married,tertiary,no,258,yes,yes,cellular,18,nov,197,1,-1,0,unknown,no
24932,1,management,married,tertiary,no,51,yes,no,cellular,18,nov,464,1,-1,0,unknown,no
24933,2,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
24934,1,self-employed,divorced,tertiary,yes,353,yes,yes,cellular,18,nov,134,1,-1,0,unknown,no
24935,0,admin.,single,tertiary,no,371,no,no,cellular,18,nov,170,1,-1,0,unknown,no
24936,0,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,yes
24937,1,management,single,tertiary,no,275,yes,no,cellular,18,nov,82,2,-1,0,unknown,no
24938,2,unemployed,divorced,secondary,no,4,no,yes,unknown,18,nov,248,1,-1,0,unknown,no
24939,1,management,married,tertiary,no,318,no,no,cellular,18,nov,638,2,-1,0,unknown,no
24940,1,technician,single,secondary,yes,685,yes,no,cellular,18,nov,78,1,110,2,failure,no
24941,0,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,no
24942,2,management,married,primary,no,-346,no,yes,cellular,18,nov,84,1,-1,0,unknown,no
24943,1,management,married,tertiary,no,1041,no,no,cellular,18,nov,586,1,120,3,other,no
24944,1,admin.,single,secondary,no,1927,yes,no,cellular,18,nov,288,1,137,1,other,no
24945,2,entrepreneur,married,primary,no,512,no,no,cellular,18,nov,328,1,-1,0,unknown,no
24946,2,technician,divorced,secondary,no,131,yes,no,cellular,18,nov,193,1,-1,0,unknown,no
24947,1,management,married,primary,no,1880,yes,no,cellular,18,nov,34,1,124,6,failure,no
24948,1,technician,divorced,secondary,no,5862,yes,no,cellular,18,nov,352,1,110,3,other,no
24949,2,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,18,nov,89,1,-1,0,unknown,no
24950,1,blue-collar,married,secondary,no,342,yes,no,cellular,18,nov,305,1,-1,0,unknown,no
24951,2,management,married,primary,no,1021,no,no,unknown,18,nov,205,1,-1,0,unknown,no
24952,1,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,unknown,no
24953,1,admin.,married,secondary,yes,0,yes,yes,cellular,18,nov,17,1,-1,0,unknown,no
24954,1,management,married,tertiary,no,0,yes,no,cellular,18,nov,103,1,175,2,failure,no
24955,0,blue-collar,married,secondary,no,596,yes,no,cellular,18,nov,77,1,127,3,failure,no
24956,1,management,married,tertiary,no,1100,yes,no,cellular,18,nov,93,1,-1,0,unknown,no
24957,2,retired,divorced,secondary,no,63,no,no,cellular,18,nov,509,1,-1,0,unknown,no
24958,1,technician,married,tertiary,no,4313,yes,no,unknown,18,nov,272,2,-1,0,unknown,no
24959,2,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no
24960,2,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no
24961,1,technician,married,secondary,no,222,yes,no,cellular,18,nov,233,1,190,6,failure,no
24962,1,technician,married,secondary,no,5811,yes,no,cellular,18,nov,172,1,-1,0,unknown,no
24963,2,self-employed,divorced,tertiary,no,10653,yes,no,cellular,18,nov,336,1,-1,0,unknown,no
24964,1,management,married,tertiary,no,3185,no,no,cellular,18,nov,109,1,-1,0,unknown,no
24965,0,technician,married,tertiary,no,178,yes,no,cellular,18,nov,85,1,-1,0,unknown,no
24966,1,management,single,tertiary,yes,130,yes,yes,cellular,18,nov,112,1,-1,0,unknown,no
24967,2,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no
24968,0,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,nov,50,1,-1,0,unknown,no
24969,1,admin.,married,secondary,no,3732,yes,no,cellular,18,nov,515,1,181,2,failure,no
24970,1,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no
24971,0,admin.,married,tertiary,no,3520,no,no,cellular,18,nov,95,1,-1,0,unknown,no
24972,0,management,married,tertiary,no,0,yes,no,cellular,18,nov,47,1,-1,0,unknown,no
24973,2,self-employed,married,tertiary,no,2596,no,no,telephone,18,nov,15,2,-1,0,unknown,no
24974,2,technician,married,tertiary,no,0,no,yes,cellular,18,nov,106,1,-1,0,unknown,no
24975,2,services,married,primary,no,2603,no,no,cellular,18,nov,114,1,-1,0,unknown,no
24976,1,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown,yes
24977,2,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
24978,2,retired,single,tertiary,no,0,no,no,cellular,18,nov,300,1,-1,0,unknown,no
24979,2,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,-1,0,unknown,yes
24980,1,management,married,secondary,no,2115,yes,no,cellular,18,nov,102,1,-1,0,unknown,no
24981,1,blue-collar,divorced,secondary,no,701,no,no,unknown,18,nov,159,1,-1,0,unknown,no
24982,0,services,single,secondary,no,2038,yes,no,cellular,18,nov,239,1,182,1,failure,no
24983,2,entrepreneur,divorced,tertiary,no,541,no,no,cellular,18,nov,204,1,-1,0,unknown,no
24984,2,technician,married,tertiary,no,7338,no,no,cellular,18,nov,82,1,-1,0,unknown,no
24985,1,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no
24986,2,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no
24987,1,management,divorced,tertiary,no,5009,yes,no,cellular,18,nov,255,1,126,2,failure,no
24988,0,admin.,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,-1,0,unknown,no
24989,0,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no
24990,2,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,-1,0,unknown,no
24991,2,self-employed,divorced,secondary,no,7848,no,no,cellular,18,nov,59,1,-1,0,unknown,no
24992,2,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,no
24993,2,technician,married,secondary,no,532,yes,yes,cellular,18,nov,346,1,-1,0,unknown,no
24994,1,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,no
24995,0,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,unknown,no
24996,2,technician,married,secondary,no,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown,no
24997,0,technician,single,secondary,no,18777,yes,no,cellular,18,nov,535,1,-1,0,unknown,no
24998,2,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
24999,0,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,no
25000,1,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no
25001,2,management,married,tertiary,no,5010,no,no,cellular,18,nov,530,1,-1,0,unknown,no
25002,2,entrepreneur,married,unknown,no,19850,no,no,cellular,18,nov,52,1,165,1,failure,no
25003,2,management,married,secondary,no,430,yes,no,cellular,18,nov,91,1,-1,0,unknown,no
25004,1,blue-collar,married,primary,no,147,yes,no,cellular,18,nov,226,1,168,2,failure,no
25005,2,services,married,primary,no,1260,no,no,cellular,18,nov,172,1,-1,0,unknown,no
25006,2,technician,divorced,secondary,yes,-1361,yes,yes,cellular,18,nov,78,1,-1,0,unknown,no
25007,2,blue-collar,married,secondary,no,649,yes,no,cellular,18,nov,122,1,-1,0,unknown,no
25008,2,management,married,tertiary,no,800,no,no,cellular,18,nov,90,1,-1,0,unknown,no
25009,1,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown,no
25010,2,entrepreneur,married,tertiary,no,0,no,no,telephone,18,nov,103,2,-1,0,unknown,no
25011,2,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,unknown,no
25012,0,services,single,tertiary,no,0,yes,no,cellular,18,nov,199,1,-1,0,unknown,no
25013,0,blue-collar,married,secondary,no,157,yes,no,cellular,18,nov,110,1,182,1,failure,no
25014,1,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
25015,1,housemaid,married,primary,no,694,yes,yes,cellular,18,nov,91,1,168,2,other,no
25016,1,services,married,secondary,no,706,no,no,cellular,18,nov,206,2,-1,0,unknown,no
25017,1,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,no
25018,0,services,single,secondary,no,32,no,no,unknown,18,nov,190,4,-1,0,unknown,no
25019,0,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,no
25020,0,admin.,married,secondary,no,45,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
25021,1,blue-collar,single,primary,no,267,no,no,cellular,18,nov,322,1,-1,0,unknown,no
25022,1,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no
25023,0,services,divorced,secondary,no,1529,yes,no,telephone,18,nov,41,1,-1,0,unknown,no
25024,1,services,single,secondary,no,54,yes,no,cellular,18,nov,328,2,131,1,failure,no
25025,0,technician,single,tertiary,no,179,yes,no,cellular,18,nov,432,2,181,4,other,no
25026,0,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,no
25027,0,services,married,secondary,no,1330,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
25028,2,technician,single,secondary,no,1758,yes,no,cellular,18,nov,109,1,-1,0,unknown,no
25029,1,services,single,secondary,no,326,yes,no,cellular,18,nov,124,1,175,1,failure,no
25030,1,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,no
25031,2,retired,single,tertiary,no,730,yes,no,unknown,18,nov,287,2,-1,0,unknown,no
25032,0,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown,no
25033,1,technician,married,secondary,no,24,yes,no,cellular,18,nov,59,1,-1,0,unknown,no
25034,1,technician,married,secondary,no,484,no,yes,cellular,18,nov,61,1,113,3,other,no
25035,2,admin.,married,secondary,no,12845,yes,no,unknown,18,nov,117,1,-1,0,unknown,no
25036,1,blue-collar,married,secondary,no,-288,yes,yes,cellular,18,nov,68,1,165,2,failure,no
25037,0,services,single,secondary,no,1510,yes,no,cellular,18,nov,191,1,-1,0,unknown,no
25038,2,management,married,tertiary,no,16786,no,no,cellular,18,nov,90,1,-1,0,unknown,no
25039,0,management,single,tertiary,no,135,yes,yes,cellular,18,nov,67,1,-1,0,unknown,no
25040,1,technician,single,secondary,no,159,yes,no,unknown,18,nov,37,1,-1,0,unknown,no
25041,2,retired,married,tertiary,no,538,no,no,cellular,18,nov,48,2,-1,0,unknown,no
25042,2,blue-collar,married,secondary,no,0,no,no,cellular,18,nov,73,1,-1,0,unknown,no
25043,0,services,single,secondary,no,936,yes,no,cellular,18,nov,61,1,-1,0,unknown,no
25044,1,technician,married,secondary,no,2123,no,no,cellular,18,nov,232,1,102,2,failure,no
25045,2,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,nov,58,1,-1,0,unknown,no
25046,2,self-employed,married,tertiary,no,8142,no,no,telephone,18,nov,500,1,-1,0,unknown,no
25047,1,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,no
25048,1,management,divorced,tertiary,no,3340,no,no,unknown,18,nov,251,1,-1,0,unknown,no
25049,2,technician,married,secondary,no,232,no,no,cellular,18,nov,90,1,-1,0,unknown,no
25050,1,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
25051,1,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no
25052,0,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,no
25053,1,management,married,tertiary,no,193,no,no,cellular,18,nov,191,1,-1,0,unknown,no
25054,1,management,divorced,tertiary,no,2287,no,no,cellular,18,nov,130,3,-1,0,unknown,no
25055,0,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,no
25056,1,blue-collar,married,secondary,no,2455,yes,no,telephone,18,nov,18,1,-1,0,unknown,no
25057,2,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,-1,0,unknown,no
25058,1,management,single,tertiary,no,16,no,no,cellular,18,nov,100,1,110,2,failure,no
25059,2,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,-1,0,unknown,no
25060,1,blue-collar,married,secondary,no,1678,yes,no,unknown,18,nov,187,1,154,1,failure,no
25061,2,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown,no
25062,1,management,married,tertiary,no,6172,yes,yes,cellular,18,nov,126,2,-1,0,unknown,no
25063,1,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,no
25064,2,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,-1,0,unknown,no
25065,0,blue-collar,married,secondary,no,233,yes,no,cellular,18,nov,98,1,-1,0,unknown,no
25066,0,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
25067,0,entrepreneur,married,tertiary,no,11591,yes,no,cellular,18,nov,43,1,-1,0,unknown,no
25068,0,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,32,1,181,1,failure,no
25069,2,management,divorced,tertiary,no,0,no,no,cellular,18,nov,120,2,-1,0,unknown,no
25070,2,management,married,tertiary,no,8563,yes,no,cellular,18,nov,69,1,-1,0,unknown,no
25071,2,admin.,divorced,secondary,no,2717,no,no,telephone,18,nov,114,1,162,2,failure,no
25072,1,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,53,1,183,5,failure,no
25073,1,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure,no
25074,1,management,married,secondary,no,1007,yes,no,cellular,18,nov,281,1,-1,0,unknown,no
